id,column_1,column_2,column_3,column_4,column_5
1447,B,category_6,76,B',2023-07-26
1448,D,category_9,48,A',2022-10-09
1449,B,category_9,88,A',2020-09-07
1450,D,category_3,65,C',2022-04-01
1451,B,category_1,59,B',2020-02-10
1452,C,category_5,29,B',2020-02-21
1453,C,category_8,23,B',2022-05-24
1454,D,category_9,48,B',2020-10-04
1455,D,category_5,92,B',2023-01-15
1456,B,category_9,46,C',2020-08-15
1457,A,category_2,28,A',2023-07-17
1458,B,category_5,89,A',2021-10-02
1459,A,category_5,73,B',2022-03-18
1460,A,category_6,80,C',2021-10-07
1461,A,category_9,37,A',2020-02-13
1462,D,category_3,41,A',2023-04-14
1463,B,category_4,85,C',2023-03-26
1464,D,category_2,97,B',2022-06-04
1465,B,category_1,65,A',2022-04-24
1466,D,category_9,2,A',2023-12-03
1467,A,category_5,66,A',2022-10-03
1468,B,category_9,89,A',2022-03-01
1469,A,category_3,37,B',2020-02-17
1470,B,category_2,55,A',2022-12-22
1471,B,category_5,82,A',2020-05-11
1472,A,category_1,14,A',2023-02-25
1473,C,category_3,45,C',2022-05-02
1474,D,category_2,33,A',2022-08-02
1475,A,category_9,61,C',2020-03-23
1476,A,category_9,88,A',2020-12-16
1477,B,category_9,11,C',2023-02-01
1478,D,category_3,6,A',2023-08-25
1479,A,category_6,4,A',2020-06-15
1480,A,category_6,21,A',2021-07-08
1481,D,category_5,91,B',2020-02-21
1482,A,category_1,80,B',2020-11-27
1483,D,category_7,87,C',2021-02-13
1484,A,category_6,7,A',2023-05-23
1485,B,category_1,73,A',2022-01-20
1486,B,category_5,55,A',2023-10-14
1487,C,category_9,46,B',2020-10-26
1488,D,category_3,99,A',2021-10-18
1489,B,category_6,44,C',2020-05-25
1490,A,category_8,29,B',2023-09-21
1491,C,category_3,26,C',2021-02-13
1492,A,category_2,69,C',2022-12-08
1493,A,category_6,77,C',2022-08-02
1494,D,category_5,17,B',2022-11-13
1495,B,category_9,63,C',2022-10-19
1496,B,category_2,35,C',2022-11-06
1497,C,category_1,55,A',2023-10-24
1498,D,category_1,55,C',2021-02-21
1499,A,category_1,66,A',2022-08-14
1500,B,category_4,31,B',2021-06-12
1501,B,category_9,54,C',2020-09-02
1502,D,category_6,73,A',2020-07-27
1503,C,category_3,44,C',2021-07-12
1504,D,category_8,66,B',2023-09-13
1505,C,category_9,3,A',2020-09-21
1506,D,category_9,1,C',2020-03-20
1507,C,category_6,92,A',2022-01-08
1508,C,category_5,13,C',2023-01-21
1509,A,category_7,57,B',2022-08-17
1510,C,category_9,72,B',2020-11-13
1511,C,category_5,27,A',2021-12-08
1512,A,category_7,5,C',2021-01-22
1513,D,category_9,99,C',2021-02-27
1514,A,category_4,1,B',2022-08-03
1515,A,category_9,24,B',2022-12-11
1516,A,category_1,91,A',2023-07-23
1517,A,category_7,99,A',2022-06-16
1518,A,category_7,33,B',2020-01-10
1519,C,category_1,20,A',2022-10-26
1520,C,category_2,81,B',2022-03-16
1521,B,category_5,37,A',2023-01-26
1522,D,category_2,50,A',2022-12-06
1523,A,category_8,79,A',2021-09-24
1524,B,category_3,69,A',2021-07-04
1525,A,category_1,14,A',2021-06-07
1526,D,category_9,35,C',2020-10-12
1527,B,category_5,67,C',2023-08-18
1528,D,category_2,71,C',2021-02-24
1529,A,category_9,28,A',2023-04-21
1530,B,category_5,83,A',2021-01-17
1531,D,category_7,48,B',2023-12-06
1532,D,category_4,10,A',2020-06-10
1533,A,category_1,10,A',2020-09-25
1534,D,category_7,45,A',2020-08-07
1535,B,category_7,34,A',2020-09-24
1536,C,category_2,28,B',2023-09-14
1537,B,category_2,95,B',2020-01-08
1538,A,category_3,5,C',2020-10-12
1539,B,category_3,43,B',2023-05-12
1540,B,category_3,72,C',2021-08-16
1541,B,category_8,16,C',2023-03-25
1542,D,category_2,93,A',2023-09-20
1543,A,category_9,46,B',2023-01-15
1544,A,category_5,13,B',2020-01-19
1545,A,category_7,5,A',2023-03-01
1546,D,category_4,73,A',2021-06-13
1547,D,category_4,73,B',2023-12-13
1548,B,category_1,55,C',2023-03-17
1549,A,category_1,75,B',2022-12-02
1550,D,category_6,38,A',2022-11-02
1551,B,category_4,61,A',2020-02-13
1552,C,category_4,70,C',2020-06-27
1553,A,category_1,52,A',2022-07-24
1554,D,category_9,8,C',2022-02-07
1555,A,category_2,93,B',2023-04-06
1556,B,category_6,83,A',2022-10-19
1557,D,category_7,6,A',2023-09-11
1558,C,category_3,19,B',2020-05-05
1559,C,category_6,26,A',2023-12-01
1560,B,category_4,23,B',2021-01-13
1561,C,category_2,17,A',2020-04-03
1562,A,category_3,84,A',2021-07-04
1563,B,category_1,17,A',2022-01-15
1564,C,category_6,23,C',2023-01-27
1565,D,category_9,47,A',2021-01-06
1566,B,category_7,57,C',2022-11-22
1567,B,category_8,54,A',2021-01-02
1568,B,category_5,62,A',2022-03-03
1569,A,category_1,58,C',2023-10-05
1570,A,category_7,61,B',2023-06-14
1571,D,category_6,63,A',2021-01-21
1572,D,category_8,23,C',2022-11-06
1573,A,category_5,48,A',2023-08-05
1574,C,category_7,39,B',2022-04-03
1575,D,category_2,15,B',2022-07-03
1576,A,category_9,45,A',2020-04-14
1577,C,category_6,20,C',2020-04-08
1578,A,category_8,89,C',2020-06-01
1579,D,category_7,71,B',2022-11-01
1580,D,category_8,29,A',2023-02-05
1581,A,category_3,92,B',2020-12-10
1582,D,category_3,90,B',2020-10-16
1583,D,category_1,2,C',2020-05-11
1584,C,category_8,95,B',2022-06-02
1585,D,category_2,30,A',2022-07-09
1586,C,category_7,88,C',2020-01-10
1587,C,category_1,8,A',2021-12-08
1588,D,category_9,41,A',2023-02-20
1589,D,category_6,5,A',2022-09-12
1590,D,category_7,30,C',2023-07-23
1591,A,category_5,6,A',2022-12-15
1592,C,category_9,42,B',2021-06-13
1593,A,category_7,66,A',2020-02-01
1594,B,category_3,1,A',2023-08-25
1595,C,category_2,53,B',2020-11-27
1596,D,category_3,24,A',2022-11-02
1597,C,category_1,21,B',2022-03-04
1598,C,category_7,17,A',2022-02-03
1599,D,category_3,40,A',2023-10-23
1600,D,category_3,43,B',2020-12-20
1601,D,category_5,6,A',2020-10-13
1602,D,category_6,79,A',2020-06-16
1603,A,category_5,98,B',2023-12-24
1604,D,category_4,66,A',2023-12-05
1605,C,category_3,0,B',2022-05-15
1606,B,category_4,43,C',2022-05-16
1607,B,category_9,11,B',2021-11-12
1608,A,category_4,47,C',2022-05-07
1609,B,category_5,0,A',2020-08-19
1610,B,category_5,7,B',2022-11-20
1611,A,category_6,10,A',2023-06-04
1612,A,category_6,99,A',2021-02-14
1613,C,category_8,45,B',2020-10-12
1614,B,category_9,24,A',2021-11-25
1615,C,category_8,6,C',2022-06-09
1616,D,category_4,70,C',2022-05-27
1617,C,category_2,37,C',2021-09-14
1618,D,category_4,60,B',2020-02-25
1619,A,category_2,13,A',2022-02-08
1620,D,category_1,49,C',2022-12-10
1621,B,category_7,70,A',2021-08-20
1622,C,category_7,84,C',2023-08-27
1623,C,category_6,48,B',2021-07-08
1624,D,category_7,54,B',2022-01-02
1625,D,category_1,57,A',2020-07-04
1626,D,category_2,4,B',2021-12-16
1627,C,category_4,97,B',2021-07-16
1628,C,category_9,80,B',2022-11-26
1629,B,category_4,21,C',2023-02-25
1630,C,category_5,95,B',2021-01-15
1631,B,category_5,61,A',2022-03-10
1632,C,category_1,0,B',2022-02-01
1633,A,category_5,48,C',2021-03-06
1634,A,category_3,67,A',2021-03-21
1635,A,category_9,36,A',2020-06-07
1636,A,category_9,58,C',2020-03-18
1637,C,category_2,21,A',2022-07-17
1638,B,category_3,24,B',2023-12-12
1639,B,category_1,18,B',2020-02-02
1640,A,category_9,88,C',2023-06-25
1641,A,category_8,37,A',2022-04-02
1642,A,category_1,57,B',2022-05-17
1643,A,category_9,15,A',2021-01-26
1644,D,category_6,85,A',2021-03-13
1645,B,category_1,11,B',2020-09-19
1646,B,category_4,97,C',2022-12-01
1647,B,category_1,7,C',2023-07-06
1648,D,category_9,14,A',2022-07-03
1649,D,category_3,31,B',2021-04-23
1650,D,category_7,21,A',2023-05-12
1651,A,category_5,32,C',2021-04-16
1652,C,category_1,24,A',2021-02-27
1653,D,category_8,57,C',2020-10-11
1654,C,category_8,76,A',2023-08-15
1655,D,category_3,50,B',2022-09-09
1656,C,category_2,68,A',2020-03-02
1657,B,category_7,82,A',2023-05-12
1658,D,category_4,15,C',2022-12-23
1659,A,category_2,23,A',2021-01-11
1660,B,category_4,48,B',2020-03-25
1661,C,category_2,23,A',2022-07-16
1662,D,category_5,70,C',2023-07-08
1663,A,category_2,95,A',2021-02-24
1664,C,category_6,28,C',2023-09-03
1665,C,category_1,30,B',2022-04-01
1666,A,category_5,66,C',2021-06-10
1667,C,category_6,92,A',2022-03-03
1668,B,category_5,61,B',2020-10-19
1669,A,category_2,43,A',2023-07-24
1670,D,category_6,95,A',2022-02-11
1671,B,category_2,54,C',2023-04-10
1672,C,category_9,81,C',2022-02-26
1673,B,category_5,21,C',2020-12-03
1674,B,category_2,77,A',2021-09-03
1675,A,category_9,18,A',2023-01-10
1676,D,category_4,4,B',2022-12-22
1677,A,category_8,32,B',2023-02-07
1678,A,category_8,85,B',2022-07-03
1679,C,category_3,5,A',2023-12-03
1680,B,category_9,28,A',2023-02-11
1681,B,category_8,27,C',2022-02-04
1682,D,category_7,83,C',2020-12-13
1683,D,category_3,39,C',2020-09-10
1684,B,category_4,97,A',2021-11-11
1685,C,category_3,67,A',2020-03-06
1686,C,category_2,33,C',2021-09-22
1687,D,category_7,59,A',2023-07-03
1688,B,category_3,48,B',2023-12-15
1689,C,category_3,49,C',2020-02-25
1690,C,category_7,57,A',2023-11-06
1691,B,category_7,72,A',2020-05-04
1692,B,category_2,16,B',2021-04-01
1693,C,category_1,50,C',2023-10-08
1694,B,category_7,45,A',2021-09-16
1695,D,category_1,41,B',2023-10-24
1696,B,category_9,93,A',2021-04-12
1697,A,category_8,84,B',2021-01-26
1698,B,category_7,95,B',2023-05-02
1699,B,category_2,40,A',2020-03-16
1700,C,category_5,35,B',2021-08-10
1701,A,category_8,2,B',2023-07-23
1702,B,category_5,33,B',2020-04-15
1703,A,category_3,91,A',2023-11-21
1704,C,category_5,19,C',2022-05-19
1705,D,category_6,70,B',2020-04-03
1706,A,category_1,8,B',2023-01-09
1707,A,category_2,29,A',2022-05-19
1708,B,category_6,99,B',2023-01-21
1709,B,category_2,88,B',2023-08-12
1710,D,category_1,11,C',2022-09-15
1711,B,category_4,50,B',2022-04-25
1712,C,category_6,18,A',2021-11-24
1713,B,category_4,3,A',2022-05-21
1714,C,category_9,11,A',2023-06-24
1715,A,category_3,77,C',2022-07-06
1716,C,category_1,81,A',2020-08-01
1717,A,category_9,80,C',2020-08-20
1718,B,category_8,25,B',2022-04-08
1719,C,category_7,32,B',2023-08-09
1720,A,category_1,94,B',2021-03-15
1721,A,category_1,59,B',2023-09-21
1722,A,category_3,97,C',2021-12-01
1723,C,category_9,50,C',2022-07-26
1724,C,category_4,64,A',2022-08-16
1725,B,category_9,51,C',2023-10-04
1726,C,category_4,12,B',2023-03-16
1727,A,category_8,16,B',2023-01-17
1728,A,category_3,57,C',2022-04-06
1729,B,category_9,49,B',2022-01-12
1730,C,category_4,53,C',2021-11-07
1731,A,category_7,45,C',2020-07-17
1732,D,category_4,30,B',2022-08-26
1733,A,category_9,67,B',2021-08-21
1734,A,category_3,80,A',2023-10-13
1735,A,category_4,6,A',2020-06-04
1736,A,category_9,43,A',2020-06-07
1737,C,category_1,12,C',2022-01-21
1738,D,category_5,56,A',2022-02-01
1739,B,category_8,5,C',2021-10-17
1740,A,category_3,21,B',2022-05-17
1741,B,category_6,78,A',2023-07-04
1742,A,category_4,76,A',2022-01-17
1743,A,category_7,72,C',2020-05-01
1744,D,category_5,59,C',2020-02-19
1745,A,category_1,71,C',2020-06-05
1746,A,category_6,28,B',2022-11-17
1747,C,category_2,47,A',2020-01-10
1748,B,category_9,12,A',2020-01-06
1749,C,category_1,64,C',2023-11-25
1750,B,category_3,15,C',2021-10-11
1751,C,category_2,20,C',2020-12-14
1752,C,category_7,27,B',2022-07-01
1753,D,category_3,85,B',2020-02-02
1754,B,category_3,62,C',2020-09-16
1755,A,category_7,65,C',2020-04-23
1756,A,category_3,94,C',2023-04-23
1757,B,category_9,34,A',2020-02-08
1758,A,category_3,23,A',2020-11-26
1759,B,category_1,46,B',2022-01-07
1760,B,category_6,47,B',2020-11-26
1761,C,category_8,46,C',2020-08-09
1762,C,category_4,43,B',2022-06-11
1763,A,category_3,6,C',2022-11-03
1764,D,category_7,46,B',2021-06-18
1765,C,category_4,53,A',2023-05-22
1766,B,category_8,33,C',2020-05-06
1767,A,category_6,11,C',2020-10-24
1768,B,category_4,74,B',2021-11-23
1769,D,category_8,61,B',2022-10-24
1770,D,category_1,69,A',2022-04-08
1771,A,category_1,80,A',2022-03-21
1772,D,category_3,32,A',2023-01-03
1773,B,category_8,73,B',2021-08-06
1774,D,category_9,0,C',2021-01-12
1775,D,category_3,16,C',2023-02-14
1776,C,category_1,10,C',2023-07-04
1777,A,category_8,70,C',2020-08-15
1778,C,category_5,63,A',2022-04-23
1779,B,category_8,70,A',2021-09-23
1780,A,category_2,91,B',2020-04-18
1781,B,category_3,78,A',2021-08-18
1782,A,category_3,56,A',2022-12-07
1783,D,category_4,32,B',2020-06-11
1784,A,category_3,52,C',2020-11-22
1785,C,category_1,59,B',2020-09-21
1786,C,category_3,41,B',2023-07-21
1787,C,category_3,0,C',2021-02-05
1788,A,category_9,10,B',2021-08-17
1789,C,category_2,36,A',2021-01-15
1790,B,category_3,9,A',2022-07-07
1791,A,category_9,94,A',2023-03-16
1792,A,category_1,61,C',2023-08-21
1793,A,category_3,70,C',2021-02-12
1794,B,category_3,86,B',2020-01-09
1795,A,category_5,2,B',2021-01-15
1796,B,category_3,94,C',2021-08-05
1797,B,category_8,26,C',2022-11-12
1798,A,category_3,46,B',2021-06-12
1799,D,category_4,96,C',2020-12-27
1800,D,category_9,66,C',2021-01-27
1801,B,category_2,60,B',2022-09-22
1802,A,category_2,44,B',2021-07-25
1803,B,category_9,11,B',2020-01-22
1804,D,category_7,80,C',2022-02-18
1805,C,category_6,55,B',2021-01-26
1806,A,category_8,29,C',2023-07-18
1807,A,category_3,25,B',2022-12-20
1808,C,category_2,12,C',2020-10-18
1809,C,category_5,26,C',2021-05-24
1810,D,category_4,39,C',2022-11-16
1811,D,category_2,73,A',2022-03-24
1812,C,category_3,72,B',2022-05-02
1813,D,category_9,12,C',2020-04-03
1814,A,category_9,80,C',2022-06-11
1815,B,category_5,54,A',2021-12-22
1816,C,category_6,29,B',2022-12-23
1817,D,category_8,98,A',2023-07-21
1818,A,category_4,23,A',2021-07-08
1819,C,category_3,31,C',2021-10-20
1820,C,category_8,60,C',2020-05-02
1821,B,category_2,16,C',2023-01-01
1822,C,category_4,71,C',2023-07-04
1823,D,category_5,79,C',2021-08-10
1824,C,category_7,17,C',2021-12-19
1825,D,category_6,74,C',2020-08-12
1826,C,category_9,16,B',2021-01-17
1827,C,category_7,73,C',2023-02-07
1828,A,category_4,86,A',2021-11-16
1829,D,category_1,4,C',2020-02-25
1830,B,category_7,75,B',2020-07-25
1831,C,category_9,90,C',2020-11-26
1832,B,category_2,8,A',2020-07-03
1833,B,category_3,82,C',2022-12-07
1834,A,category_5,36,C',2023-06-01
1835,C,category_2,42,B',2020-04-08
1836,D,category_9,17,C',2021-03-22
1837,A,category_2,48,C',2023-07-06
1838,D,category_1,59,C',2023-02-22
1839,B,category_4,79,A',2020-09-06
1840,A,category_5,80,B',2022-08-20
1841,C,category_1,17,B',2021-01-17
1842,B,category_7,38,A',2023-11-09
1843,A,category_1,52,C',2021-11-09
1844,C,category_1,27,A',2023-11-15
1845,D,category_5,64,C',2021-02-19
1846,D,category_2,78,B',2020-02-16
1847,D,category_9,24,B',2021-04-03
1848,D,category_1,15,B',2020-09-18
1849,A,category_5,30,B',2021-03-27
1850,C,category_6,3,B',2022-05-25
1851,A,category_3,13,C',2021-10-06
1852,A,category_7,63,B',2022-12-18
1853,D,category_5,96,B',2023-09-21
1854,A,category_3,80,B',2020-06-18
1855,B,category_2,34,B',2021-08-02
1856,C,category_8,13,C',2021-04-23
1857,B,category_9,9,A',2022-11-04
1858,B,category_5,16,B',2021-10-16
1859,C,category_4,66,B',2021-09-26
1860,A,category_1,82,A',2023-12-16
1861,D,category_3,31,A',2020-08-05
1862,D,category_8,98,B',2021-09-01
1863,B,category_6,99,B',2020-11-22
1864,C,category_8,1,A',2021-10-26
1865,B,category_8,52,B',2020-05-12
1866,D,category_9,74,C',2022-10-23
1867,C,category_1,80,C',2022-10-09
1868,A,category_5,78,C',2021-11-16
1869,A,category_9,70,A',2021-03-13
1870,D,category_4,5,C',2023-01-11
1871,A,category_6,47,B',2022-11-17
1872,D,category_1,77,C',2022-08-24
1873,D,category_8,84,B',2023-05-03
1874,C,category_4,33,A',2022-02-12
1875,A,category_2,7,C',2023-01-21
1876,D,category_6,7,C',2021-03-20
1877,C,category_5,78,B',2021-08-08
1878,A,category_3,79,A',2021-12-08
1879,B,category_9,65,A',2021-08-18
1880,D,category_7,76,C',2020-09-06
1881,C,category_5,84,C',2020-11-27
1882,C,category_6,47,C',2023-07-11
1883,C,category_3,1,C',2020-02-05
1884,A,category_1,21,C',2020-12-08
1885,D,category_2,78,B',2021-05-02
1886,B,category_1,48,C',2020-12-22
1887,B,category_6,13,B',2021-04-07
1888,A,category_5,33,B',2023-03-19
1889,C,category_5,59,C',2022-07-20
1890,B,category_5,11,B',2020-02-07
1891,A,category_1,34,C',2023-07-17
1892,C,category_3,28,A',2023-08-26
1893,A,category_1,90,B',2022-06-01
1894,D,category_8,81,C',2023-12-04
1895,D,category_7,4,B',2020-01-17
1896,C,category_4,65,A',2023-06-20
1897,C,category_9,90,C',2022-11-24
1898,C,category_5,50,C',2022-10-16
1899,C,category_5,94,B',2023-02-26
1900,B,category_7,22,C',2020-06-07
1901,C,category_2,22,C',2023-06-16
1902,B,category_7,41,A',2022-02-18
1903,B,category_2,85,A',2022-04-26
1904,C,category_6,36,B',2022-08-06
1905,A,category_2,98,B',2021-07-20
1906,D,category_8,66,C',2021-11-14
1907,A,category_9,90,C',2021-09-12
1908,B,category_4,70,B',2023-04-01
1909,A,category_2,71,B',2021-10-05
1910,B,category_6,73,C',2022-12-11
1911,D,category_6,67,A',2023-02-21
1912,D,category_1,82,A',2021-08-16
1913,A,category_6,96,C',2020-07-08
1914,A,category_5,78,C',2021-10-10
1915,A,category_1,42,C',2021-05-15
1916,A,category_4,77,B',2020-06-26
1917,A,category_2,23,C',2020-08-21
1918,B,category_6,99,A',2023-03-27
1919,D,category_9,72,A',2023-06-19
1920,C,category_5,82,B',2020-10-13
1921,B,category_3,99,C',2021-04-20
1922,A,category_8,81,B',2020-01-23
1923,A,category_4,35,B',2021-08-12
1924,C,category_5,11,C',2020-11-26
1925,B,category_9,10,C',2020-06-06
1926,D,category_6,4,C',2023-06-11
1927,D,category_6,22,A',2021-08-10
1928,D,category_2,80,C',2022-05-09
1929,B,category_4,21,C',2022-09-15
1930,A,category_3,47,A',2020-07-22
1931,B,category_7,25,A',2022-10-08
1932,B,category_4,7,A',2023-10-20
1933,A,category_7,96,A',2022-03-01
1934,D,category_1,74,C',2023-06-27
1935,A,category_5,82,B',2022-07-09
1936,C,category_6,81,C',2022-08-03
1937,A,category_4,51,B',2022-02-18
1938,C,category_4,25,B',2021-06-05
1939,A,category_2,76,A',2022-05-25
1940,D,category_9,18,B',2022-12-23
1941,D,category_9,2,B',2022-10-23
1942,B,category_7,30,C',2020-07-10
1943,D,category_3,19,A',2023-02-04
1944,C,category_5,64,A',2022-05-24
1945,A,category_2,9,C',2023-10-02
1946,C,category_9,87,C',2021-09-20
1947,D,category_8,25,A',2021-03-01
1948,B,category_3,47,C',2022-05-09
1949,A,category_9,14,B',2020-09-10
1950,C,category_5,38,B',2023-01-18
1951,B,category_9,98,C',2021-08-23
1952,D,category_6,10,C',2020-08-20
1953,D,category_7,98,A',2020-11-23
1954,C,category_8,99,C',2022-08-10
1955,C,category_5,9,B',2023-11-03
1956,C,category_6,32,B',2020-09-07
1957,C,category_2,8,C',2022-06-01
1958,C,category_4,32,B',2022-03-09
1959,B,category_8,18,B',2021-09-03
1960,A,category_3,37,C',2023-01-10
1961,B,category_2,95,A',2023-12-13
1962,D,category_1,7,B',2021-01-27
1963,B,category_5,61,B',2023-10-23
1964,D,category_1,24,B',2021-08-15
1965,C,category_5,83,C',2021-10-20
1966,B,category_3,13,C',2023-03-12
1967,A,category_6,79,C',2020-09-07
1968,A,category_8,57,B',2023-08-17
1969,C,category_2,27,A',2022-10-06
1970,A,category_1,11,C',2020-10-07
1971,D,category_5,77,A',2020-04-15
1972,D,category_2,14,B',2021-01-08
1973,C,category_2,74,A',2023-05-04
1974,D,category_2,52,B',2020-05-09
1975,B,category_3,66,A',2021-09-02
1976,B,category_2,27,C',2022-07-24
1977,B,category_9,54,C',2022-08-15
1978,B,category_8,78,C',2022-07-10
1979,B,category_1,77,B',2020-01-21
1980,C,category_5,78,B',2022-11-06
1981,D,category_8,73,B',2020-04-16
1982,D,category_2,2,C',2023-02-16
1983,B,category_3,63,C',2021-01-01
1984,B,category_5,28,A',2022-01-04
1985,A,category_9,28,B',2023-01-20
1986,A,category_2,20,A',2020-10-08
1987,C,category_2,52,A',2022-05-19
1988,D,category_3,59,C',2020-07-14
1989,C,category_1,48,B',2023-04-10
1990,D,category_5,10,B',2021-06-27
1991,A,category_9,99,C',2022-09-21
1992,B,category_5,18,C',2021-06-23
1993,D,category_3,59,C',2023-07-11
1994,D,category_3,68,A',2023-08-16
1995,A,category_5,74,C',2022-07-13
1996,B,category_3,61,B',2020-10-17
1997,A,category_2,40,B',2020-03-22
1998,C,category_6,35,A',2021-12-01
1999,C,category_9,31,C',2021-10-24
2000,D,category_6,2,C',2023-09-21
2001,D,category_2,97,C',2023-12-22
2002,D,category_9,81,C',2021-12-02
2003,D,category_5,90,B',2020-12-04
2004,B,category_1,13,C',2021-08-09
2005,D,category_4,1,C',2022-07-14
2006,C,category_3,66,C',2020-05-14
2007,B,category_3,64,C',2022-12-04
2008,D,category_9,72,A',2022-06-20
2009,B,category_5,22,C',2023-06-06
2010,C,category_3,40,B',2020-05-05
2011,D,category_7,61,C',2021-05-26
2012,D,category_4,77,C',2020-04-10
2013,C,category_8,29,C',2020-06-12
2014,A,category_9,94,C',2023-06-18
2015,B,category_2,64,C',2020-08-16
2016,D,category_5,81,B',2020-03-15
2017,C,category_2,71,A',2022-12-10
2018,A,category_4,29,A',2023-09-24
2019,C,category_5,67,C',2022-02-12
2020,C,category_5,4,C',2023-06-05
2021,C,category_6,27,A',2023-10-16
2022,B,category_4,55,B',2023-06-11
2023,B,category_7,96,B',2021-12-09
2024,C,category_5,8,B',2021-01-02
2025,A,category_2,28,A',2022-03-23
2026,D,category_7,24,C',2021-02-08
2027,A,category_3,11,A',2020-01-22
2028,C,category_5,86,C',2020-04-27
2029,B,category_5,12,C',2020-01-16
2030,C,category_3,36,B',2021-09-24
2031,A,category_2,92,C',2023-03-08
2032,B,category_9,50,A',2020-12-01
2033,B,category_9,87,B',2023-02-07
2034,B,category_3,15,C',2022-06-23
2035,C,category_1,97,A',2020-02-16
2036,C,category_5,63,C',2020-03-09
2037,D,category_8,29,B',2021-01-07
2038,A,category_6,76,A',2023-07-15
2039,B,category_2,94,B',2022-07-10
2040,B,category_6,76,A',2022-03-04
2041,B,category_4,99,C',2023-09-19
2042,C,category_3,67,C',2023-05-21
2043,B,category_3,77,A',2020-07-05
2044,B,category_5,60,A',2020-04-22
2045,D,category_4,95,A',2020-12-16
2046,B,category_9,99,A',2021-06-21
2047,A,category_9,29,C',2021-11-13
2048,C,category_4,85,B',2021-01-12
2049,A,category_3,64,B',2020-09-13
2050,A,category_9,23,B',2021-09-06
2051,D,category_6,11,A',2021-08-03
2052,B,category_6,0,B',2020-05-12
2053,B,category_8,15,C',2023-02-20
2054,C,category_5,35,C',2021-08-19
2055,D,category_1,15,B',2023-12-12
2056,B,category_2,55,C',2021-11-04
2057,B,category_4,66,B',2022-03-01
2058,D,category_5,1,B',2021-11-09
2059,B,category_6,63,A',2020-01-22
2060,B,category_5,66,A',2021-11-06
2061,A,category_5,73,C',2023-05-04
2062,C,category_9,86,C',2022-01-03
2063,C,category_9,24,B',2021-04-12
2064,B,category_3,92,C',2023-02-15
2065,B,category_7,48,B',2020-12-26
2066,C,category_9,83,C',2021-09-19
2067,D,category_8,58,C',2020-05-11
2068,B,category_4,72,B',2020-03-12
2069,D,category_2,27,A',2023-10-16
2070,A,category_3,67,A',2022-11-23
2071,A,category_1,70,A',2023-12-15
2072,A,category_1,12,B',2021-04-12
2073,C,category_7,74,C',2020-08-26
2074,D,category_6,35,A',2023-02-02
2075,C,category_7,22,C',2021-12-08
2076,A,category_3,57,A',2022-01-11
2077,D,category_1,5,B',2022-12-26
2078,A,category_2,44,A',2023-01-19
2079,A,category_1,26,B',2023-04-05
2080,D,category_3,46,B',2020-06-07
2081,B,category_1,54,A',2023-09-05
2082,C,category_4,48,B',2021-01-18
2083,B,category_1,15,B',2021-05-17
2084,D,category_5,50,A',2023-06-16
2085,A,category_3,63,B',2022-05-09
2086,C,category_6,87,A',2021-08-22
2087,D,category_4,44,A',2022-12-18
2088,C,category_1,36,C',2020-06-16
2089,B,category_8,97,B',2021-11-17
2090,D,category_7,18,A',2022-03-02
2091,D,category_6,92,A',2020-02-27
2092,D,category_4,8,C',2023-12-01
2093,D,category_9,11,C',2022-05-26
2094,B,category_6,36,C',2023-05-05
2095,B,category_7,29,B',2023-02-03
2096,C,category_5,41,A',2021-08-25
2097,A,category_4,53,B',2023-11-27
2098,B,category_5,90,A',2020-04-18
2099,C,category_5,65,C',2022-12-11
2100,A,category_1,71,C',2022-08-16
2101,A,category_8,29,A',2020-12-12
2102,A,category_4,36,B',2022-08-25
2103,B,category_2,15,A',2022-11-22
2104,B,category_5,49,B',2020-10-15
2105,A,category_3,42,A',2023-02-11
2106,C,category_8,24,C',2020-03-02
2107,B,category_1,95,A',2023-08-19
2108,A,category_7,60,C',2020-10-04
2109,C,category_6,26,B',2021-07-15
2110,A,category_5,62,C',2021-11-04
2111,B,category_4,66,B',2022-04-23
2112,C,category_1,0,A',2023-07-24
2113,B,category_2,19,B',2020-12-25
2114,C,category_3,13,B',2021-03-24
2115,A,category_2,64,A',2020-07-16
2116,A,category_2,20,B',2021-10-02
2117,B,category_9,5,B',2020-04-19
2118,D,category_1,56,C',2022-07-11
2119,C,category_2,27,B',2021-11-27
2120,B,category_5,59,B',2021-06-10
2121,B,category_3,68,C',2022-09-07
2122,C,category_2,75,B',2022-03-13
2123,B,category_1,32,B',2023-01-22
2124,A,category_5,72,C',2020-01-21
2125,D,category_9,70,C',2022-02-18
2126,B,category_6,66,A',2023-12-24
2127,D,category_1,10,C',2022-05-17
2128,B,category_2,54,A',2023-09-22
2129,A,category_1,25,C',2022-07-27
2130,B,category_8,79,C',2020-11-25
2131,C,category_6,22,A',2020-09-01
2132,B,category_8,30,A',2020-02-04
2133,B,category_6,38,C',2022-11-27
2134,A,category_8,26,B',2023-03-16
2135,D,category_1,45,A',2020-04-23
2136,B,category_9,60,A',2020-11-15
2137,B,category_7,21,B',2020-12-08
2138,C,category_9,47,A',2020-04-19
2139,D,category_3,62,C',2022-08-19
2140,A,category_5,55,A',2023-04-12
2141,A,category_1,28,A',2020-12-09
2142,A,category_1,45,A',2020-10-17
2143,D,category_3,73,A',2022-10-24
2144,D,category_8,91,B',2023-06-24
