id,column_1,column_2
2897,C,cat_1
2898,C,cat_8
2899,A,cat_6
2900,B,cat_2
2901,D,cat_2
2902,A,cat_6
2903,C,cat_1
2904,A,cat_4
2905,A,cat_4
2906,B,cat_8
2907,D,cat_1
2908,D,cat_8
2909,A,cat_5
2910,C,cat_5
2911,D,cat_1
2912,D,cat_3
2913,B,cat_2
2914,D,cat_8
2915,A,cat_3
2916,D,cat_5
2917,B,cat_1
2918,D,cat_5
2919,A,cat_1
2920,C,cat_5
2921,D,cat_8
2922,A,cat_5
2923,C,cat_4
2924,C,cat_7
2925,D,cat_1
2926,D,cat_4
2927,A,cat_2
2928,B,cat_6
2929,D,cat_3
2930,C,cat_5
2931,D,cat_4
2932,D,cat_7
2933,A,cat_8
2934,D,cat_4
2935,A,cat_8
2936,D,cat_8
2937,C,cat_5
2938,A,cat_7
2939,C,cat_4
2940,D,cat_6
2941,D,cat_4
2942,B,cat_1
2943,B,cat_8
2944,D,cat_4
2945,B,cat_6
2946,A,cat_3
2947,D,cat_6
2948,A,cat_6
2949,B,cat_6
2950,D,cat_6
2951,B,cat_7
2952,D,cat_3
2953,A,cat_2
2954,D,cat_6
2955,A,cat_8
2956,B,cat_8
2957,C,cat_1
2958,C,cat_3
2959,C,cat_8
2960,D,cat_4
2961,D,cat_3
2962,D,cat_1
2963,D,cat_6
2964,B,cat_3
2965,B,cat_8
2966,A,cat_6
2967,D,cat_2
2968,D,cat_8
2969,D,cat_7
2970,C,cat_8
2971,C,cat_4
2972,D,cat_7
2973,D,cat_7
2974,C,cat_2
2975,C,cat_5
2976,C,cat_8
2977,C,cat_3
2978,D,cat_3
2979,D,cat_4
2980,D,cat_1
2981,B,cat_7
2982,D,cat_1
2983,D,cat_2
2984,A,cat_3
2985,C,cat_8
2986,A,cat_7
2987,B,cat_1
2988,A,cat_4
2989,C,cat_1
2990,C,cat_4
2991,B,cat_1
2992,A,cat_1
2993,C,cat_5
2994,A,cat_6
2995,B,cat_2
2996,A,cat_5
2997,A,cat_4
2998,B,cat_8
2999,A,cat_2
3000,D,cat_3
