id,column_1,column_2,column_3
2413,D,cat_6,4
2414,A,cat_4,4
2415,B,cat_7,60
2416,B,cat_3,50
2417,C,cat_2,9
2418,A,cat_6,54
2419,A,cat_8,11
2420,C,cat_2,13
2421,B,cat_3,24
2422,C,cat_5,3
2423,B,cat_6,38
2424,C,cat_1,54
2425,C,cat_7,21
2426,A,cat_4,24
2427,B,cat_8,31
2428,D,cat_3,49
2429,D,cat_7,58
2430,A,cat_5,71
2431,C,cat_2,41
2432,D,cat_7,38
2433,C,cat_7,93
2434,A,cat_8,53
2435,C,cat_6,36
2436,C,cat_1,48
2437,C,cat_6,46
2438,B,cat_4,99
2439,A,cat_7,90
2440,A,cat_4,46
2441,B,cat_3,40
2442,B,cat_2,59
2443,A,cat_5,32
2444,C,cat_8,29
2445,C,cat_4,64
2446,C,cat_1,12
2447,B,cat_2,40
2448,C,cat_6,4
2449,A,cat_2,40
2450,C,cat_1,64
2451,A,cat_2,37
2452,D,cat_3,4
2453,B,cat_6,21
2454,A,cat_6,15
2455,C,cat_4,9
2456,D,cat_3,98
2457,D,cat_2,47
2458,A,cat_6,57
2459,D,cat_3,64
2460,A,cat_3,68
2461,A,cat_2,70
2462,C,cat_4,76
2463,B,cat_4,38
2464,C,cat_2,41
2465,B,cat_7,8
2466,D,cat_7,77
2467,A,cat_2,97
2468,A,cat_2,3
2469,B,cat_3,16
2470,A,cat_4,18
2471,B,cat_2,79
2472,C,cat_3,0
2473,A,cat_5,0
2474,A,cat_5,46
2475,C,cat_7,72
2476,C,cat_6,42
2477,C,cat_7,39
2478,C,cat_3,61
2479,D,cat_7,62
2480,C,cat_3,77
2481,A,cat_4,24
2482,A,cat_7,8
2483,D,cat_4,22
2484,C,cat_7,22
2485,B,cat_5,80
2486,D,cat_3,25
2487,A,cat_8,16
2488,C,cat_6,79
2489,A,cat_8,4
2490,C,cat_8,55
2491,D,cat_7,90
2492,C,cat_5,9
2493,C,cat_1,18
2494,C,cat_2,10
2495,B,cat_2,12
2496,C,cat_8,56
2497,A,cat_5,42
2498,A,cat_8,96
2499,A,cat_4,94
2500,A,cat_4,79
2501,D,cat_5,31
2502,C,cat_2,84
2503,A,cat_8,81
2504,A,cat_1,88
2505,A,cat_1,58
2506,B,cat_1,55
2507,A,cat_8,72
2508,A,cat_6,24
2509,B,cat_8,93
2510,B,cat_6,68
2511,D,cat_4,19
2512,B,cat_6,60
2513,C,cat_8,42
2514,D,cat_6,38
2515,B,cat_3,78
2516,B,cat_4,50
2517,A,cat_1,13
2518,B,cat_6,65
2519,C,cat_2,52
2520,A,cat_8,59
2521,D,cat_2,70
2522,D,cat_7,69
2523,A,cat_6,15
2524,C,cat_6,24
2525,A,cat_3,6
2526,A,cat_2,18
2527,C,cat_8,94
2528,B,cat_7,55
2529,A,cat_3,63
2530,C,cat_8,36
2531,A,cat_3,54
2532,B,cat_6,61
2533,B,cat_8,96
2534,B,cat_8,20
2535,B,cat_2,30
2536,D,cat_4,1
2537,B,cat_1,69
2538,A,cat_5,4
2539,B,cat_6,91
2540,C,cat_7,14
2541,C,cat_3,6
2542,B,cat_5,67
2543,D,cat_6,8
2544,D,cat_6,42
2545,D,cat_6,76
2546,D,cat_7,16
2547,D,cat_2,89
2548,D,cat_6,78
2549,D,cat_3,78
2550,D,cat_2,30
2551,C,cat_5,74
2552,C,cat_4,11
2553,B,cat_2,26
2554,D,cat_7,55
2555,B,cat_5,73
2556,C,cat_5,99
2557,B,cat_5,71
2558,C,cat_5,61
2559,A,cat_3,7
2560,B,cat_7,3
2561,C,cat_5,71
2562,B,cat_4,19
2563,A,cat_3,11
2564,B,cat_3,66
2565,B,cat_5,64
2566,B,cat_3,20
2567,A,cat_8,52
2568,D,cat_6,48
2569,A,cat_5,13
2570,C,cat_2,33
2571,D,cat_2,10
2572,C,cat_8,99
2573,A,cat_5,82
2574,D,cat_3,44
2575,C,cat_4,50
2576,D,cat_7,79
2577,D,cat_4,62
2578,A,cat_4,69
2579,C,cat_4,61
2580,B,cat_7,96
2581,B,cat_6,11
2582,C,cat_6,55
2583,A,cat_4,38
2584,D,cat_8,96
2585,A,cat_7,41
2586,A,cat_6,94
2587,A,cat_5,43
2588,C,cat_5,4
2589,A,cat_8,63
2590,B,cat_4,21
2591,D,cat_7,72
2592,C,cat_6,83
2593,B,cat_3,3
2594,B,cat_2,8
2595,D,cat_7,89
2596,D,cat_6,4
2597,B,cat_4,29
2598,D,cat_5,21
2599,D,cat_1,91
2600,A,cat_2,38
2601,C,cat_4,30
2602,C,cat_4,75
2603,D,cat_3,94
2604,B,cat_4,14
2605,D,cat_7,68
2606,B,cat_6,19
2607,A,cat_2,88
2608,C,cat_1,53
2609,C,cat_4,81
2610,A,cat_7,68
2611,D,cat_2,9
2612,B,cat_4,19
2613,A,cat_7,70
2614,B,cat_4,90
2615,D,cat_1,70
2616,D,cat_5,70
2617,D,cat_6,12
2618,D,cat_2,25
2619,D,cat_2,10
2620,B,cat_5,84
2621,C,cat_3,48
2622,D,cat_3,43
2623,D,cat_4,80
2624,D,cat_2,97
2625,D,cat_5,18
2626,B,cat_4,23
2627,D,cat_7,35
2628,C,cat_6,26
2629,C,cat_3,8
2630,C,cat_6,5
2631,D,cat_2,5
2632,A,cat_4,5
2633,A,cat_6,20
2634,B,cat_7,67
2635,A,cat_7,18
2636,D,cat_6,20
2637,D,cat_6,89
2638,A,cat_8,41
2639,A,cat_7,45
2640,C,cat_6,56
2641,B,cat_2,82
2642,D,cat_6,77
2643,A,cat_3,38
2644,D,cat_5,19
2645,A,cat_8,14
2646,B,cat_5,93
2647,A,cat_1,91
2648,D,cat_5,24
2649,A,cat_3,40
2650,C,cat_3,52
2651,D,cat_1,11
2652,B,cat_8,98
2653,A,cat_5,66
2654,D,cat_1,86
2655,C,cat_8,10
2656,B,cat_6,73
2657,A,cat_3,88
2658,A,cat_4,99
2659,B,cat_8,13
2660,B,cat_5,37
2661,A,cat_8,22
2662,B,cat_2,64
2663,C,cat_5,92
2664,A,cat_3,12
2665,D,cat_4,79
2666,D,cat_4,95
2667,C,cat_3,3
2668,B,cat_5,6
2669,A,cat_8,60
2670,D,cat_8,78
2671,A,cat_8,75
2672,D,cat_2,47
2673,A,cat_4,75
2674,C,cat_2,32
2675,D,cat_3,28
2676,A,cat_1,88
2677,D,cat_6,53
2678,C,cat_2,78
2679,D,cat_5,61
2680,A,cat_6,62
2681,A,cat_2,83
2682,D,cat_3,82
2683,C,cat_7,17
2684,B,cat_8,17
2685,B,cat_8,77
2686,A,cat_6,63
2687,C,cat_4,2
2688,C,cat_3,4
2689,A,cat_1,37
2690,A,cat_7,22
2691,A,cat_8,98
2692,A,cat_4,62
2693,A,cat_5,43
2694,C,cat_2,50
2695,A,cat_4,95
2696,A,cat_2,87
2697,B,cat_2,3
2698,C,cat_8,96
2699,A,cat_4,94
2700,D,cat_5,40
2701,B,cat_2,76
2702,B,cat_4,36
2703,C,cat_7,37
2704,B,cat_6,30
2705,D,cat_6,95
2706,B,cat_4,75
2707,C,cat_6,66
2708,D,cat_6,71
2709,D,cat_4,21
2710,D,cat_8,69
2711,A,cat_4,52
2712,A,cat_7,11
2713,A,cat_2,87
2714,C,cat_6,20
2715,A,cat_1,18
2716,D,cat_1,3
2717,B,cat_2,7
2718,B,cat_3,58
2719,B,cat_4,26
2720,C,cat_4,81
2721,D,cat_8,65
2722,D,cat_3,3
2723,A,cat_6,23
2724,A,cat_5,67
2725,C,cat_6,75
2726,A,cat_3,54
2727,C,cat_2,79
2728,B,cat_2,28
2729,B,cat_2,60
2730,B,cat_5,70
2731,A,cat_6,59
2732,A,cat_2,56
2733,A,cat_3,45
2734,D,cat_5,31
2735,C,cat_2,77
2736,B,cat_7,40
2737,D,cat_5,85
2738,B,cat_5,54
2739,A,cat_7,79
2740,C,cat_2,37
2741,D,cat_7,68
2742,B,cat_1,39
2743,D,cat_5,21
2744,A,cat_3,13
2745,B,cat_7,90
2746,C,cat_1,65
2747,A,cat_6,7
2748,B,cat_6,86
2749,A,cat_7,92
2750,D,cat_4,82
2751,C,cat_3,91
2752,B,cat_6,13
2753,C,cat_6,13
2754,D,cat_2,70
2755,C,cat_7,50
2756,A,cat_1,36
2757,A,cat_5,93
2758,C,cat_6,86
2759,C,cat_8,58
2760,B,cat_5,23
2761,C,cat_2,18
2762,B,cat_1,94
2763,B,cat_5,74
2764,C,cat_5,12
2765,A,cat_8,99
2766,A,cat_6,43
2767,A,cat_2,26
2768,C,cat_6,10
2769,A,cat_8,47
2770,A,cat_1,47
2771,D,cat_1,76
2772,A,cat_8,96
2773,B,cat_3,63
2774,A,cat_5,21
2775,A,cat_4,6
2776,B,cat_1,4
2777,C,cat_4,85
2778,B,cat_6,73
2779,A,cat_8,61
2780,C,cat_5,71
2781,C,cat_2,53
2782,C,cat_8,9
2783,B,cat_6,39
2784,B,cat_4,25
2785,D,cat_4,50
2786,D,cat_2,4
2787,C,cat_6,86
2788,A,cat_4,14
2789,D,cat_7,42
2790,B,cat_6,18
2791,A,cat_8,86
2792,D,cat_3,31
2793,C,cat_4,98
2794,D,cat_3,41
2795,C,cat_7,36
2796,B,cat_1,30
2797,D,cat_7,4
2798,A,cat_8,78
2799,C,cat_1,88
2800,B,cat_1,17
2801,B,cat_6,49
2802,C,cat_3,96
2803,B,cat_8,52
2804,B,cat_7,14
2805,D,cat_1,10
2806,A,cat_5,93
2807,B,cat_4,62
2808,C,cat_2,48
2809,B,cat_7,53
2810,A,cat_2,37
2811,D,cat_4,61
2812,A,cat_5,68
2813,A,cat_5,78
2814,D,cat_6,43
2815,A,cat_8,5
2816,A,cat_2,50
2817,A,cat_3,4
2818,C,cat_4,7
2819,C,cat_7,6
2820,C,cat_6,43
2821,B,cat_5,7
2822,A,cat_8,84
2823,B,cat_6,65
2824,B,cat_3,78
2825,D,cat_1,14
2826,C,cat_5,48
2827,B,cat_2,12
2828,A,cat_4,44
2829,A,cat_2,12
2830,C,cat_3,18
2831,D,cat_4,73
2832,D,cat_5,60
2833,A,cat_1,53
2834,D,cat_2,22
2835,C,cat_2,65
2836,B,cat_4,55
2837,B,cat_6,32
2838,A,cat_8,12
2839,D,cat_5,26
2840,C,cat_1,83
2841,C,cat_8,81
2842,A,cat_6,37
2843,C,cat_5,60
2844,C,cat_7,89
2845,A,cat_2,60
2846,C,cat_8,10
2847,C,cat_1,48
2848,A,cat_1,63
2849,D,cat_5,57
2850,C,cat_1,74
2851,D,cat_3,33
2852,C,cat_6,63
2853,A,cat_8,5
2854,C,cat_6,81
2855,B,cat_8,57
2856,C,cat_4,1
2857,D,cat_1,4
2858,C,cat_7,69
2859,B,cat_6,53
2860,B,cat_3,89
2861,B,cat_6,48
2862,D,cat_8,16
2863,B,cat_2,75
2864,C,cat_7,91
2865,B,cat_3,57
2866,B,cat_8,62
2867,B,cat_8,23
2868,A,cat_6,50
2869,A,cat_1,36
2870,C,cat_6,87
2871,A,cat_8,80
2872,A,cat_4,82
2873,D,cat_1,89
2874,C,cat_1,75
2875,A,cat_8,36
2876,D,cat_7,76
2877,A,cat_1,5
2878,A,cat_5,74
2879,C,cat_2,74
2880,A,cat_6,63
2881,B,cat_1,29
2882,B,cat_6,57
2883,C,cat_8,84
2884,D,cat_8,30
2885,A,cat_8,50
2886,D,cat_1,74
2887,C,cat_5,41
2888,D,cat_6,1
2889,A,cat_6,73
2890,B,cat_7,65
2891,B,cat_5,9
2892,C,cat_2,22
2893,A,cat_4,67
2894,B,cat_6,54
2895,D,cat_3,53
2896,B,cat_4,2
2897,D,cat_3,40
2898,A,cat_6,42
2899,B,cat_8,13
2900,B,cat_2,79
2901,A,cat_4,73
2902,B,cat_4,41
2903,D,cat_6,42
2904,D,cat_1,43
2905,A,cat_3,3
2906,C,cat_8,52
2907,A,cat_1,78
2908,C,cat_6,43
2909,B,cat_6,81
2910,A,cat_2,60
2911,D,cat_6,0
2912,C,cat_5,66
2913,C,cat_2,80
2914,D,cat_2,53
2915,D,cat_1,58
2916,C,cat_3,29
2917,A,cat_2,62
2918,B,cat_3,30
2919,D,cat_7,49
2920,C,cat_8,30
2921,C,cat_5,7
2922,C,cat_5,10
2923,C,cat_6,21
2924,B,cat_2,46
2925,D,cat_2,92
2926,D,cat_5,64
2927,A,cat_5,18
2928,C,cat_2,28
2929,C,cat_1,38
2930,C,cat_3,2
2931,B,cat_5,97
2932,B,cat_2,81
2933,B,cat_7,14
2934,B,cat_2,88
2935,D,cat_3,45
2936,B,cat_5,90
2937,C,cat_7,67
2938,D,cat_1,67
2939,B,cat_3,97
2940,A,cat_8,83
2941,C,cat_3,53
2942,A,cat_3,34
2943,A,cat_4,44
2944,A,cat_6,71
2945,D,cat_8,10
2946,C,cat_7,36
2947,A,cat_4,65
2948,A,cat_3,12
2949,A,cat_5,33
2950,C,cat_6,62
2951,C,cat_1,8
2952,C,cat_4,51
2953,B,cat_2,7
2954,D,cat_6,20
2955,C,cat_3,31
2956,D,cat_7,82
2957,D,cat_8,57
2958,D,cat_4,73
2959,B,cat_1,59
2960,C,cat_1,63
2961,B,cat_3,5
2962,C,cat_7,24
2963,C,cat_7,37
2964,C,cat_5,99
2965,C,cat_3,72
2966,B,cat_1,10
2967,A,cat_8,85
2968,A,cat_1,14
2969,A,cat_3,56
2970,C,cat_7,38
2971,B,cat_3,13
2972,D,cat_3,4
2973,A,cat_3,43
2974,A,cat_6,27
2975,C,cat_4,39
2976,B,cat_4,9
2977,D,cat_3,46
2978,D,cat_6,8
2979,D,cat_1,58
2980,D,cat_3,60
2981,D,cat_7,68
2982,B,cat_8,58
2983,B,cat_4,8
2984,C,cat_8,85
2985,A,cat_5,61
2986,C,cat_2,18
2987,C,cat_6,4
2988,B,cat_1,7
2989,D,cat_2,81
2990,C,cat_8,75
2991,D,cat_3,45
2992,A,cat_4,91
2993,D,cat_5,6
2994,D,cat_3,90
2995,D,cat_4,21
2996,D,cat_7,2
2997,D,cat_6,40
2998,C,cat_3,29
2999,A,cat_4,40
3000,C,cat_4,22
